evidence_id,case_id,evidence_type,reference_id,added_at,added_by
EVD-000996,CASE-00168,comment,COM-006678,2026-05-10 20:40:08,MOD-008
EVD-000997,CASE-00168,report,REP-003346,2026-05-10 20:40:08,MOD-008
EVD-000998,CASE-00168,report,REP-003348,2026-05-10 20:40:08,MOD-008
EVD-000999,CASE-00168,campaign,CAMP-011,2026-05-10 20:40:08,MOD-008
EVD-001000,CASE-00169,comment,COM-006718,2026-04-29 22:51:09,MOD-007
EVD-001001,CASE-00169,comment,COM-006717,2026-04-29 22:51:09,MOD-007
EVD-001002,CASE-00169,comment,COM-006735,2026-04-29 22:51:09,MOD-007
EVD-001003,CASE-00169,report,REP-003363,2026-04-29 22:51:09,MOD-007
EVD-001004,CASE-00169,report,REP-003364,2026-04-29 22:51:09,MOD-007
EVD-001005,CASE-00169,campaign,CAMP-011,2026-04-29 22:51:09,MOD-007
EVD-001006,CASE-00170,comment,COM-006760,2026-01-28 00:00:00,MOD-007
EVD-001007,CASE-00170,comment,COM-006755,2026-01-28 00:00:00,MOD-007
EVD-001008,CASE-00170,comment,COM-006758,2026-01-28 00:00:00,MOD-007
EVD-001009,CASE-00170,report,REP-003390,2026-01-28 00:00:00,MOD-007
EVD-001010,CASE-00170,report,REP-003392,2026-01-28 00:00:00,MOD-007
EVD-001011,CASE-00170,campaign,CAMP-004,2026-01-28 00:00:00,MOD-007
EVD-001012,CASE-00171,comment,COM-006782,2026-03-14 03:37:11,MOD-003
EVD-001013,CASE-00171,comment,COM-006779,2026-03-14 03:37:11,MOD-003
EVD-001014,CASE-00171,comment,COM-006785,2026-03-14 03:37:11,MOD-003
EVD-001015,CASE-00171,report,REP-003396,2026-03-14 03:37:11,MOD-003
EVD-001016,CASE-00171,report,REP-003399,2026-03-14 03:37:11,MOD-003
EVD-001017,CASE-00171,campaign,CAMP-010,2026-03-14 03:37:11,MOD-003
EVD-001018,CASE-00172,comment,COM-006805,2026-04-11 19:44:50,MOD-001
EVD-001019,CASE-00172,comment,COM-006810,2026-04-11 19:44:50,MOD-001
EVD-001020,CASE-00172,comment,COM-006820,2026-04-11 19:44:50,MOD-001
EVD-001021,CASE-00172,report,REP-003403,2026-04-11 19:44:50,MOD-001
EVD-001022,CASE-00172,report,REP-003404,2026-04-11 19:44:50,MOD-001
EVD-001023,CASE-00172,campaign,CAMP-014,2026-04-11 19:44:50,MOD-001
EVD-001024,CASE-00173,comment,COM-000012,2026-02-21 00:00:00,MOD-007
EVD-001025,CASE-00173,comment,COM-000008,2026-02-21 00:00:00,MOD-007
EVD-001026,CASE-00173,comment,COM-000007,2026-02-21 00:00:00,MOD-007
EVD-001027,CASE-00173,report,REP-000001,2026-02-21 00:00:00,MOD-007
EVD-001028,CASE-00174,comment,COM-001278,2026-04-29 06:58:10,MOD-005
EVD-001029,CASE-00174,comment,COM-001279,2026-04-29 06:58:10,MOD-005
EVD-001030,CASE-00174,comment,COM-001280,2026-04-29 06:58:10,MOD-005
EVD-001031,CASE-00174,report,REP-000631,2026-04-29 06:58:10,MOD-005
EVD-001032,CASE-00175,comment,COM-000967,2026-04-17 20:54:05,MOD-008
EVD-001033,CASE-00175,comment,COM-000968,2026-04-17 20:54:05,MOD-008
EVD-001034,CASE-00175,report,REP-000499,2026-04-17 20:54:05,MOD-008
EVD-001035,CASE-00176,comment,COM-000453,2026-04-12 08:41:02,MOD-005
EVD-001036,CASE-00176,comment,COM-000454,2026-04-12 08:41:02,MOD-005
EVD-001037,CASE-00176,comment,COM-000455,2026-04-12 08:41:02,MOD-005
EVD-001038,CASE-00176,report,REP-000252,2026-04-12 08:41:02,MOD-005
EVD-001039,CASE-00177,comment,COM-002741,2026-04-10 12:39:01,MOD-008
EVD-001040,CASE-00177,comment,COM-002742,2026-04-10 12:39:01,MOD-008
EVD-001041,CASE-00177,comment,COM-002743,2026-04-10 12:39:01,MOD-008
EVD-001042,CASE-00177,report,REP-001333,2026-04-10 12:39:01,MOD-008
EVD-001043,CASE-00178,comment,COM-001712,2026-05-28 00:00:00,MOD-004
EVD-001044,CASE-00178,comment,COM-001713,2026-05-28 00:00:00,MOD-004
EVD-001045,CASE-00178,comment,COM-001714,2026-05-28 00:00:00,MOD-004
EVD-001046,CASE-00178,report,REP-000834,2026-05-28 00:00:00,MOD-004
EVD-001047,CASE-00179,comment,COM-001139,2025-12-17 00:00:00,MOD-001
EVD-001048,CASE-00179,comment,COM-001142,2025-12-17 00:00:00,MOD-001
EVD-001049,CASE-00179,comment,COM-001137,2025-12-17 00:00:00,MOD-001
EVD-001050,CASE-00179,report,REP-000593,2025-12-17 00:00:00,MOD-001
EVD-001051,CASE-00180,comment,COM-002080,2026-05-31 01:07:35,MOD-001
EVD-001052,CASE-00180,comment,COM-002073,2026-05-31 01:07:35,MOD-001
EVD-001053,CASE-00180,comment,COM-002075,2026-05-31 01:07:35,MOD-001
EVD-001054,CASE-00180,report,REP-001034,2026-05-31 01:07:35,MOD-001
